titulo_cancion;lyrics;fecha_publicacion;album;nro_album;colaboracion;artistas_colabo;vistas;likes;nro_comentarios;url_portada;url_video;video_id;lyrics_normalized
No Vendo Trap;"""Yo no estoy trap, no vendo drugs
Yo no estoy trap, no nací en detroit
I don't mix the lean, hago mezclas de alcohol
El que habla de la trampa, en la trampa cayó

I can't sleep, I need more pills
Sueño con su culo en animal print
You can't imagine that I'm a machine
No quiero la fama I come for the miss

Días de derroche noches sin dormir
Moby dick in my pocket enrolando esa shit
Quiero sonar en los coches como ac/dc
A 300 en mi Porsche carrera gt

Primero del roster soy el mvp
Este es mi deporte se tienen que ir
Pa' vivir de esto por eso nací
Yo vida de perro y ustedes de bitch

Hablan por hablar sin saber qué decir
Están lejos de mi puesto y muy cerca del click
Denme otro like que yo quiere subir
Sonar en iTunes y en YouTube-hot this week

Los 90's se fueron, no quiero mentir
Ellos pueden llorar que yo voy a reír
Hay que innovar es el chiste, my prim
No son das efx, yo tampoco yung lean

Sad boys del futuro en el año 2000
Jugando sin cartas y con cara de all-in
Me llaman fake y no saben de mi
Mi vida en la music lo más real que vi

Mi vida esta fuera de control
Ahora mis labios están rozando el anti-pop
Esa mierda del amor es para dos
Y conmigo somos 3 no puedo echar a mi otro yo

Cambié tus besos por otra botella de ron
Ahora es a ella a la que le pido perdón
Termina en nada como cada discusión
Vos poniendote a llorar yo escribiendo otra canción

Sin vida de rockstar
En la ruina just broke up
Cambia las zapas, no el lompa
Cambia el lugar, no los compas

Siempre más venta que compra
Ya no es orgullo, ahora es honra
Buscando a mi natalie portman
Jugando like pippen en portland

Siempre viviendo en la sombra y eso que todos me notan
Se piensan que soy un idiota, mi nombre salió de sus bocas
Mi silencio no vale 10 rocas, ni su amor toda una vida loca
Me tienta tanto esta tonta, pero me cansé de estas cosas

Ando al mando, sin estar armado
Pablo escobar ofrezco rap armando palos
Fumando hierba mala con buen trap al palo
Mirando el panorama como están regalados
Un primer tema bueno, no veo en ningún lado
Menos intentar serlo y más sentirlo, hermano
Están fuera de juego, diría adelantados
Mil metros de lejos pero pa'l otro lado

When my hommies smokin' shit go so loco
No te pienso compartir si tengo poco
Ya los vi por ahí haciendo el tonto
Quieren subir pero copiando a o""";20161112;Sencillo;no tiene;no;Solista;37796053;410418;20000;https://i1.sndcdn.com/artworks-000653929255-tz2qas-t500x500.jpg;https://www.youtube.com/watch?v=S95rkBo4fwc;S95rkBo4fwc;"yo no estoy trap no vendo drugs
yo no estoy trap no naci en detroit
i dont mix the lean hago mezclas de alcohol
el que habla de la trampa en la trampa cayo

i cant sleep i need more pills
sueno con su culo en animal print
you cant imagine that im a machine
no quiero la fama i come for the miss

dias de derroche noches sin dormir
moby dick in my pocket enrolando esa shit
quiero sonar en los coches como acdc
a 300 en mi porsche carrera gt

primero del roster soy el mvp
este es mi deporte se tienen que ir
pa vivir de esto por eso naci
yo vida de perro y ustedes de bitch

hablan por hablar sin saber que decir
estan lejos de mi puesto y muy cerca del click
denme otro like que yo quiere subir
sonar en itunes y en youtubehot this week

los 90s se fueron no quiero mentir
ellos pueden llorar que yo voy a reir
hay que innovar es el chiste my prim
no son das efx yo tampoco yung lean

sad boys del futuro en el ano 2000
jugando sin cartas y con cara de allin
me llaman fake y no saben de mi
mi vida en la music lo mas real que vi

mi vida esta fuera de control
ahora mis labios estan rozando el antipop
esa mierda del amor es para dos
y conmigo somos 3 no puedo echar a mi otro yo

cambie tus besos por otra botella de ron
ahora es a ella a la que le pido perdon
termina en nada como cada discusion
vos poniendote a llorar yo escribiendo otra cancion

sin vida de rockstar
en la ruina just broke up
cambia las zapas no el lompa
cambia el lugar no los compas

siempre mas venta que compra
ya no es orgullo ahora es honra
buscando a mi natalie portman
jugando like pippen en portland

siempre viviendo en la sombra y eso que todos me notan
se piensan que soy un idiota mi nombre salio de sus bocas
mi silencio no vale 10 rocas ni su amor toda una vida loca
me tienta tanto esta tonta pero me canse de estas cosas

ando al mando sin estar armado
pablo escobar ofrezco rap armando palos
fumando hierba mala con buen trap al palo
mirando el panorama como estan regalados
un primer tema bueno no veo en ningun lado
menos intentar serlo y mas sentirlo hermano
estan fuera de juego diria adelantados
mil metros de lejos pero pal otro lado

when my hommies smokin shit go so loco
no te pienso compartir si tengo poco
ya los vi por ahi haciendo el tonto
quieren subir pero copiando a o"
Rockstar;"""Me queda bien cuando me mienten
Me queda bien ser el de siempre
Me queda bien to' lo que inventen, yeah
Me queda bien

Me queda bien cuando me mienten
Me queda bien ser el de siempre
Me queda bien to' lo que inventen
Me queda bien, yeah, yeah, yeah

Mami, dale, agarrame la' mano', sentir el calor de como to' nos miran
Que si al menos vos estás a mi lado se me hace más fácil afronta' esa vida
Estos blancos ahora quieren matarnos porque no toleran vernos tan arriba
Yo fronteando, contando lo que vivo sin tener que ponerme a hablar mentiras, eh, yeh

Y ahora vivo en la mansión
A pocas cuadras de mi avenida
Casi que la veo desde el balcón
Mientras estoy quemando porquería

¿Que quién me creo que soy?
El mejor, al menos en estos días
Cada liga tiene su Jordan y es obvio que yo soy el de la mía

Yo no tengo seriedad, niño lombardo simpatía
Liga Italia, serie A, Niño Icardi, buena vida
¿Qué como me van a bajar? Si es que yo nací arriba
¿Qué como me van a bajar? Si soy dueño de la liga

Fuck your feelings, I'm a rockstar
Yo me siento como un rockstar
Cojo putas como un rockstar
Tomo pastillas como un rockstar

Fuck your feelings, I'm a rockstar
Yo me siento como un rockstar
Cojo putas como un rockstar
Tomo pastillas como un rockstar

Rockstar
Baby, I'm a rockstar
Baby, I'm a rockstar, yeh, yeh
Yo soy un rockstar, yeh
Yeh, yeh, yeh""";20171127;Sencillo;no tiene;no;Solista;127819691;1460998;47000;https://i1.sndcdn.com/artworks-000262026176-j7f7pq-t500x500.jpg;https://www.youtube.com/watch?v=OWoMlr4bUQ4;OWoMlr4bUQ4;"me queda bien cuando me mienten
me queda bien ser el de siempre
me queda bien to lo que inventen yeah
me queda bien

me queda bien cuando me mienten
me queda bien ser el de siempre
me queda bien to lo que inventen
me queda bien yeah yeah yeah

mami dale agarrame la mano sentir el calor de como to nos miran
que si al menos vos estas a mi lado se me hace mas facil afronta esa vida
estos blancos ahora quieren matarnos porque no toleran vernos tan arriba
yo fronteando contando lo que vivo sin tener que ponerme a hablar mentiras eh yeh

y ahora vivo en la mansion
a pocas cuadras de mi avenida
casi que la veo desde el balcon
mientras estoy quemando porqueria

que quien me creo que soy
el mejor al menos en estos dias
cada liga tiene su jordan y es obvio que yo soy el de la mia

yo no tengo seriedad nino lombardo simpatia
liga italia serie a nino icardi buena vida
que como me van a bajar si es que yo naci arriba
que como me van a bajar si soy dueno de la liga

fuck your feelings im a rockstar
yo me siento como un rockstar
cojo putas como un rockstar
tomo pastillas como un rockstar

fuck your feelings im a rockstar
yo me siento como un rockstar
cojo putas como un rockstar
tomo pastillas como un rockstar

rockstar
baby im a rockstar
baby im a rockstar yeh yeh
yo soy un rockstar yeh
yeh yeh yeh"
Nueva Era;"""Es el Duko, you know
El Duko con el Asan, el Asan con el Yesan, el Yesan con el Duko
Ya supiste, mami
Ah, wuh, wuh

La firma pa' los cheque' y los cheque' pa' mí, porque yo los gané
Un depto en Miami, una casa pa' mamá, el resto lo gasté
Esperaban que me caiga, no querían que ganara, pero nunca bajé
Querían cerrar el contrato y tener su ganancia, y se las dupliqué

El beat lo deshago, lo dejo en partícula'
Tira'o pa'trá' como las cutícula'
Al la'o de mi vida, cualquiera es ridícula
Me voy pa' España, rompí la península

Ustede' en еl banco, yo soy el titular
Foto', portada', yo soy el titular
Me odio y mе amo porque soy un bipolar
No digiero mentira', no tengo vesícula

Si quieren trabajo, que me llamen, soy el boss
Unos pare' ya se fueron, mami, quedaron exposed
Del avión para el hotel y de lo' hotele' para el show
Unos pare' me llaman la voz de una generación

Muy buena' su' opinione', pero nadie las pidió
Me merezco más respeto, fui yo el que lo consiguió
Ya les había avisa'o que tenía la bendición
Tengo gente que cotiza cuánto vale una oración

Vale más que tu show, que tu flow, tu carrera
Te llenamo' los estadios, mami, eso que toqué afuera
Ya no me pueden frenar, el tren del Duko no espera
Estamo' en la cabeza, parecemo' la new era

El mejor de mi peso, Muhammad Ali
Mi arte no lo entienden, ojos de Dalí
Cápsula del tiempo pa' subir el ki
Mucho entrenamiento, súpersaiyajin

VVS, colores en la chain, como los ositos Haribo
Mil deseo' sin Padrinos Mágico', vuelo el Atlántico, okey
En cada grano de mi fe, hay fe de mis fanáticos
Ahora me dicen leyenda y ante' era un lunático

REC, con el micro siempre en REC, pa' la musa no existe el horario
De mi estado mental, tributario honorario (okey)
Sé que el futuro está en mis pies y lo demuestro a diario
Alimento mi Modo Diablo, siempre hay male' necesario'

Young Kingz, baby
Saludo a todos los fanático' mío' en Argentina
Estos cabrone' están pendiente' al resultado y en verdad se olvidan del proceso
La linda, ¿ah?
Ey

Yo me siento Duko en El Quinto Escalón
Ello' roncan y no me llegan al talón
Me veo hijueputa, ¿qué miras, cabrón?
Entré a la cabina fumándome un blunt

Me suena tu estilo, 'toy claro, tú tienes talento y yo no
Lo mío e' un don
No puedo salir de casa sin condón
Sabe' que es un trío cuando ando con do'

Jura'o que le pido que bendiga a to' estos envidioso' cuando hablo con Dio'
Había un huelebicho que andaba roncando, no sé qué pasó que me vio y se escondió
Ella no e' santa, eso e' una santita groupie que por la manada corrió
¿Mandarme este ritmo a quién se le ocurrió?
Cuando esté sonando, tu juega' tu rol

Ello' se preguntan cómo e' que me sale tan natural, es que pa' esto nací
Si necesitara, estuviera por ahí pidiendo flow, pero nunca fue así
Yo me mantengo humildón, sé que cuando a la tarima subí y me crecí
Toda' estas puta' me quieren usar y yo, de bellaco, les digo que sí

Los cheque' siguen lloviendo, ninguno está rebotando
Me paso contando dinero, prendiendo y el humo botando
La gente pagando por verme, las venta' se están agotando
¿Myke Towers pega'o desde cuándo? Te duerme' y te tiran un trambo

'Toy viendo a la cabra en el Inter, de esto' raperito' yo soy el mister
Pero ninguno lo admite, cabrone', mi lápi' es élite
Ando arisca'o, cualquiera se la puede buscar, es mejor que eviten
Con lo que te tranca el tabique, hago que el ticket se multiplique

VVS, colores en la chain, como los ositos Haribo
Mil deseo' sin Padrinos Mágico', vuelo el Atlántico, okey
En cada grano de mi fe, hay fe de mis fanáticos
Ahora me dicen leyenda y ante' era un lunático

REC, con el micro siempre en REC, pa' la musa no existe el horario
De mi estado mental, tributario honorario (okey)
Sé que el futuro está en mis pies y lo demuestro a diario
Alimento mi Modo Diablo, siempre hay male' necesario'""";20241101;Ameri;1;si;Myke Towers;58405873;588347;13000;https://i.scdn.co/image/ab67616d0000b273ee67e1ebdbc7a30772972a48;https://www.youtube.com/watch?v=wgvqiH7iCRo;wgvqiH7iCRo;"es el duko you know
el duko con el asan el asan con el yesan el yesan con el duko
ya supiste mami
ah wuh wuh

la firma pa los cheque y los cheque pa mi porque yo los gane
un depto en miami una casa pa mama el resto lo gaste
esperaban que me caiga no querian que ganara pero nunca baje
querian cerrar el contrato y tener su ganancia y se las duplique

el beat lo deshago lo dejo en particula
tirao patra como las cuticula
al lao de mi vida cualquiera es ridicula
me voy pa espana rompi la peninsula

ustede en l banco yo soy el titular
foto portada yo soy el titular
me odio y m amo porque soy un bipolar
no digiero mentira no tengo vesicula

si quieren trabajo que me llamen soy el boss
unos pare ya se fueron mami quedaron exposed
del avion para el hotel y de lo hotele para el show
unos pare me llaman la voz de una generacion

muy buena su opinione pero nadie las pidio
me merezco mas respeto fui yo el que lo consiguio
ya les habia avisao que tenia la bendicion
tengo gente que cotiza cuanto vale una oracion

vale mas que tu show que tu flow tu carrera
te llenamo los estadios mami eso que toque afuera
ya no me pueden frenar el tren del duko no espera
estamo en la cabeza parecemo la new era

el mejor de mi peso muhammad ali
mi arte no lo entienden ojos de dali
capsula del tiempo pa subir el ki
mucho entrenamiento supersaiyajin

vvs colores en la chain como los ositos haribo
mil deseo sin padrinos magico vuelo el atlantico okey
en cada grano de mi fe hay fe de mis fanaticos
ahora me dicen leyenda y ante era un lunatico

rec con el micro siempre en rec pa la musa no existe el horario
de mi estado mental tributario honorario okey
se que el futuro esta en mis pies y lo demuestro a diario
alimento mi modo diablo siempre hay male necesario

young kingz baby
saludo a todos los fanatico mio en argentina
estos cabrone estan pendiente al resultado y en verdad se olvidan del proceso
la linda ah
ey

yo me siento duko en el quinto escalon
ello roncan y no me llegan al talon
me veo hijueputa que miras cabron
entre a la cabina fumandome un blunt

me suena tu estilo toy claro tu tienes talento y yo no
lo mio e un don
no puedo salir de casa sin condon
sabe que es un trio cuando ando con do

jurao que le pido que bendiga a to estos envidioso cuando hablo con dio
habia un huelebicho que andaba roncando no se que paso que me vio y se escondio
ella no e santa eso e una santita groupie que por la manada corrio
mandarme este ritmo a quien se le ocurrio
cuando este sonando tu juega tu rol

ello se preguntan como e que me sale tan natural es que pa esto naci
si necesitara estuviera por ahi pidiendo flow pero nunca fue asi
yo me mantengo humildon se que cuando a la tarima subi y me creci
toda estas puta me quieren usar y yo de bellaco les digo que si

los cheque siguen lloviendo ninguno esta rebotando
me paso contando dinero prendiendo y el humo botando
la gente pagando por verme las venta se estan agotando
myke towers pegao desde cuando te duerme y te tiran un trambo

toy viendo a la cabra en el inter de esto raperito yo soy el mister
pero ninguno lo admite cabrone mi lapi es elite
ando ariscao cualquiera se la puede buscar es mejor que eviten
con lo que te tranca el tabique hago que el ticket se multiplique

vvs colores en la chain como los ositos haribo
mil deseo sin padrinos magico vuelo el atlantico okey
en cada grano de mi fe hay fe de mis fanaticos
ahora me dicen leyenda y ante era un lunatico

rec con el micro siempre en rec pa la musa no existe el horario
de mi estado mental tributario honorario okey
se que el futuro esta en mis pies y lo demuestro a diario
alimento mi modo diablo siempre hay male necesario"
Brindis;"""Mi look los deja hipnóticos, GIVENCHY ya es un clásico
Desafiando lo lógico, esa mierda me da ánimo
Es un hecho paradójico que sea tan mecánico (ya supiste, mami)
Estoy rozando lo insólito (oh my God, Ronny) (¡Duko!)

Hago un brindi' por mis enemie', espero que este año les vaya bien
Quiero verlo' en su mejor estado, hay que competir, y si no, ¿con quién?
Este año lo tengo gana'o y si no me creen, mirá el Bernabéu
Los nene' crecieron y ahora hacemo' estadio' y si no hacemo' estadio' rompemo' también

Duplicando papеles sin una asesora
Hay gentе que cree que tengo una impresora
Ya caí al vacío, ya no me impresiona
Siempre miro al cielo, es que eso me obsesiona

Antes éramos hermanos, ahora es al revés
Me quisiste usar como pieza de tu ajedrez
Tal vez la venganza venga a tu ventana a ver
La vida te da sorpresas más de una vez

Tengo a mi equipo en sociedade'
'Tamo en misión, en actividade'
En la calle, tienen facultades
Más plata, más problemas, más responsabilidade'

Young Duko tu referencia, si entro al beat, una reverencia
Manejando unos flow' más rápido' que una Lambo y eso que no tengo licencia
Llego a los parties, personas que no veo hace mese'
Me miran con cara de que los tengo en penitencia
Muchas caras y poca paciencia (ya supiste, mami)

Los sueños no se piden, los sueños se escriben
Así se hace, así se vive
Bajo este verso después de dos River
Fucking popstar, Justin Bieber

Siempre la mato, I'm a killer
Ustede' escriben solo en Twitter
No me rindo, soy el lider
Va de tres, Reggie Miller

Hago un brindi' por mis enemie', espero que este año les vaya bien
Quiero verlo' en su mejor estado, hay que competir, y si no, ¿con quién?
Este año lo tengo gana'o y si no me creen, mirá el Bernabéu
Los nene' crecieron y ahora hacemo' estadio' y si no hacemo' estadio' rompemo' también

I gotta pray to God for discernment (what?)
I put in work for this, I deserve it
They pay me in dirhams, they pay me in euros
They pay me in dollars, they pay me in sterling

Trident still tryna reel me in
One wrong move, then it's curtains
Could've been in a psych ward, been in a grave
Been drug addiction or birded

I was the brokest
Now my Dior blazers matching the Dior loafers (cut, cut, cut, cut)
I'm chillin' on a yacht and I can see the Pacific Ocean
I hit the South of France for a shopping trip because at my home, it gets boring (money)
I had to cut off friends because at the top, it gets lonely (cut, cut)

I gotta run it up, that's something I owe me
Public galleries, now my sister can come out and see me performing
There's still thousands in the audience
And I'm telling them I would hit the strip with a drug they're making from opium (cut, cut, cut; 雪山, 吃飯啦)

Mi look los deja hipnóticos, GIVENCHY ya es un clásico
Desafiando lo lógico, esa mierda me da ánimo
Es un hecho paradójico que sea tan mecánico
Estoy rozando lo insólito, a los hater' les da pánico

Hago un brindi' por mis enemie', espero que este año les vaya bien
Quiero verlo' en su mejor estado, hay que competir, y si no, ¿con quién?
Este año lo tengo gana'o y si no me creen, mirá el Bernabéu
Los nene' crecieron y ahora hacemo' estadio' y si no hacemo' estadio' rompemo' también

Hago un brindi' por mis enemie', espero que este año les vaya bien
Quiero verlo' en su mejor estado, hay que competir, y si no, ¿con quién?
Este año lo tengo gana'o y si no me creen, mirá el Bernabéu
Los nene' crecieron y ahora hacemo' estadio' y si no hacemo' estadio' rompemo' también""";20241101;Ameri;2;si;Headie One;5207404;108556;1700;https://i.scdn.co/image/ab67616d0000b273ee67e1ebdbc7a30772972a48;https://www.youtube.com/watch?v=-k0tp49L038;#¿NOMBRE?;"mi look los deja hipnoticos givenchy ya es un clasico
desafiando lo logico esa mierda me da animo
es un hecho paradojico que sea tan mecanico ya supiste mami
estoy rozando lo insolito oh my god ronny duko

hago un brindi por mis enemie espero que este ano les vaya bien
quiero verlo en su mejor estado hay que competir y si no con quien
este ano lo tengo ganao y si no me creen mira el bernabeu
los nene crecieron y ahora hacemo estadio y si no hacemo estadio rompemo tambien

duplicando paples sin una asesora
hay gent que cree que tengo una impresora
ya cai al vacio ya no me impresiona
siempre miro al cielo es que eso me obsesiona

antes eramos hermanos ahora es al reves
me quisiste usar como pieza de tu ajedrez
tal vez la venganza venga a tu ventana a ver
la vida te da sorpresas mas de una vez

tengo a mi equipo en sociedade
tamo en mision en actividade
en la calle tienen facultades
mas plata mas problemas mas responsabilidade

young duko tu referencia si entro al beat una reverencia
manejando unos flow mas rapido que una lambo y eso que no tengo licencia
llego a los parties personas que no veo hace mese
me miran con cara de que los tengo en penitencia
muchas caras y poca paciencia ya supiste mami

los suenos no se piden los suenos se escriben
asi se hace asi se vive
bajo este verso despues de dos river
fucking popstar justin bieber

siempre la mato im a killer
ustede escriben solo en twitter
no me rindo soy el lider
va de tres reggie miller

hago un brindi por mis enemie espero que este ano les vaya bien
quiero verlo en su mejor estado hay que competir y si no con quien
este ano lo tengo ganao y si no me creen mira el bernabeu
los nene crecieron y ahora hacemo estadio y si no hacemo estadio rompemo tambien

i gotta pray to god for discernment what
i put in work for this i deserve it
they pay me in dirhams they pay me in euros
they pay me in dollars they pay me in sterling

trident still tryna reel me in
one wrong move then its curtains
couldve been in a psych ward been in a grave
been drug addiction or birded

i was the brokest
now my dior blazers matching the dior loafers cut cut cut cut
im chillin on a yacht and i can see the pacific ocean
i hit the south of france for a shopping trip because at my home it gets boring money
i had to cut off friends because at the top it gets lonely cut cut

i gotta run it up thats something i owe me
public galleries now my sister can come out and see me performing
theres still thousands in the audience
and im telling them i would hit the strip with a drug theyre making from opium cut cut cut  

mi look los deja hipnoticos givenchy ya es un clasico
desafiando lo logico esa mierda me da animo
es un hecho paradojico que sea tan mecanico
estoy rozando lo insolito a los hater les da panico

hago un brindi por mis enemie espero que este ano les vaya bien
quiero verlo en su mejor estado hay que competir y si no con quien
este ano lo tengo ganao y si no me creen mira el bernabeu
los nene crecieron y ahora hacemo estadio y si no hacemo estadio rompemo tambien

hago un brindi por mis enemie espero que este ano les vaya bien
quiero verlo en su mejor estado hay que competir y si no con quien
este ano lo tengo ganao y si no me creen mira el bernabeu
los nene crecieron y ahora hacemo estadio y si no hacemo estadio rompemo tambien"
Buscarte Lejos;"""Voy a buscarte lejos de cualquier lugar
Vos marcá el sendero, yo camino atrás
¿Qué veo cuando miro tu nombre en la ciudad?
Puedo sentirte cerca hasta cuando no estás

Voy a buscarte lejos de cualquier lugar
Vos marcá el sendero, yo camino atrás
¿Qué veo cuando miro tu nombre en la ciudad?
Puedo sentirte cerca hasta cuando no estás

Al principio, estábamo' bajo perfil, desaparecíamo' a lo Copperfield
Y yo te imaginaba fumando en mi cama mientras vos cantabas Recovery
Te fui a ver a un show con la excusa de que era por un amigo, pero no por mí
Tu mamá me saludó con una sonrisa y me dijo: Muchas gracias por venir

Maldita manía de amar, fue por tu forma de ser
Lo que no pude explicar, ella lo pudo entender
El infinito no tiene final, lo nuestro no tiene definición
Demasiado como pa' ser real, la realidad superó la ficción

Voy a buscarte lejos de cualquier lugar
Vos marcá el sendero, yo camino atrás
¿Qué veo cuando miro tu nombre en la ciudad?
Puedo sentirte cerca hasta cuando no estás

Hablamo' y nos vimos el alma como con rayo infrarrojo
Fue tan rápido lo que pasó, tomamo' atajo'
Te hice reír tanto para matar el enojo
Mientras le sacaba foto a tu sonrisa con los ojos

Quiero ser el aire que respira', casi estoy celoso
El destino nos vio tan pegado', se puso envidioso
Me da paz como caminar entre las calles vacías un día lluvioso
Tu pintalabio' me queda perfecto para dibujar mi pasado borroso

Voy a buscarte lejos de cualquier lugar
Vos marcá el sendero, yo camino atrás
¿Qué veo cuando miro tu nombre en la ciudad?
Puedo sentirte cerca hasta cuando no estás

Voy a buscarte lejos de cualquier lugar
Vos marcá el sendero, yo camino atrás
¿Qué veo cuando miro tu nombre en la ciudad?
Puedo sentirte cerca hasta cuando no estás

(Bizarrap)""";20241101;Ameri;3;no;Solista;9174357;156073;2500;https://i.scdn.co/image/ab67616d0000b273ee67e1ebdbc7a30772972a48;https://www.youtube.com/watch?v=nHVdEWooBoQ;nHVdEWooBoQ;"voy a buscarte lejos de cualquier lugar
vos marca el sendero yo camino atras
que veo cuando miro tu nombre en la ciudad
puedo sentirte cerca hasta cuando no estas

voy a buscarte lejos de cualquier lugar
vos marca el sendero yo camino atras
que veo cuando miro tu nombre en la ciudad
puedo sentirte cerca hasta cuando no estas

al principio estabamo bajo perfil desapareciamo a lo copperfield
y yo te imaginaba fumando en mi cama mientras vos cantabas recovery
te fui a ver a un show con la excusa de que era por un amigo pero no por mi
tu mama me saludo con una sonrisa y me dijo muchas gracias por venir

maldita mania de amar fue por tu forma de ser
lo que no pude explicar ella lo pudo entender
el infinito no tiene final lo nuestro no tiene definicion
demasiado como pa ser real la realidad supero la ficcion

voy a buscarte lejos de cualquier lugar
vos marca el sendero yo camino atras
que veo cuando miro tu nombre en la ciudad
puedo sentirte cerca hasta cuando no estas

hablamo y nos vimos el alma como con rayo infrarrojo
fue tan rapido lo que paso tomamo atajo
te hice reir tanto para matar el enojo
mientras le sacaba foto a tu sonrisa con los ojos

quiero ser el aire que respira casi estoy celoso
el destino nos vio tan pegado se puso envidioso
me da paz como caminar entre las calles vacias un dia lluvioso
tu pintalabio me queda perfecto para dibujar mi pasado borroso

voy a buscarte lejos de cualquier lugar
vos marca el sendero yo camino atras
que veo cuando miro tu nombre en la ciudad
puedo sentirte cerca hasta cuando no estas

voy a buscarte lejos de cualquier lugar
vos marca el sendero yo camino atras
que veo cuando miro tu nombre en la ciudad
puedo sentirte cerca hasta cuando no estas

bizarrap"
Imperio;"""Lo que te prometo, sé bien que lo escucha Dios
Yo estoy construyendo to' este imperio pa' los dos
Y que estés tranquilo, que pasen la' hora'
Así nuestros cuerpos fluyan como hacen la' ola'

Uh-uh (ah-ah)
Ah-ah (ey, ey, ey)
Uh-uh (uh-ey)
Ah-ah-ah
Uh-uh
Ah-ah (ey, uh-uh)
Uh-uh
Ah-ah-ah

De tanto vuelo' que tengo, te estoy construyendo un castillo de nubes
Peleo con mi' gana' de querer darte lo que yo nunca tuve
You know that it's true, bae
Supe del hechizo que atrapa a los hombres
Que buscan tu magia, igual no me detuve
Pensándote un lunes hasta el otro lunes
Tu cuerpo exhibe más arte que el Louvre

Ah, cruzo el planeta, te paso a buscar
Papi, yo vuelo si sé que estás mal
Muerdo tu boca, la siento mi hogar
Yo ya sabía que yo iba a tenerte como al lujo que persigo
Que por delante de esas putas me pone'
Por eso, me quedo contigo

Dentro del castillo, espero en tu habitación
Hecha de techos altos con flores en el balcón
Pa' cantar con las estrellas y que no te sientas sola

Los artistas tenemos el poder de crear portales
Y no somos los únicos que viajamos por ellos
Cada persona que se da la libertad de entrar a nuestro mundo, puede viajar
Infinitos escenarios, líneas de tiempo, paisajes

Mejor no entre' en mi cabeza, porque puede que te enredes
Quieren ser el Hombre Araña, solo viven en las redes
Donde yo veo cuatro camino', ustedes ven cuatro paredes
Esto es flow, autogestión, es imposible que lo heredes (¡Duko!)
Autodidacta, siempre dando palo, swing y nafta
Qué habilidad tan particular, got me feeling gangsta
Give me weed y pasta, solo dame un beat pa' que lo parta
Y a mí me basta (oh my God)

La niña del sur con un diablo del sur
Saltando en el cielo, clase' de parkour
Voce' de mis tierras, sonido off the roots
Ameri y Bodhiria, que elijan el tour

Con el Duko haciendo lujo silencioso (ah, ah, ah)
Los A&R se nos ponen pegajoso'
Veo mi futuro y se ve maravilloso
Y, en los diente', los brillantes más precioso'

Es el plan de Dios, no puedo hacer na'
Yo sé quién me miente y quién me dice la verdad
Círculo pequeño, entran todo' en un salón
Yo sé quién es puro, no me falla la intuición

Yeah, ah
Solo un plan, si este falla, no hay ninguno
To' este imperio con apena' veintiuno
Yeah, yeah
Jude, Duko, ah""";20241101;Ameri;4;si;Judeline;12674139;151265;2200;https://i.scdn.co/image/ab67616d0000b273ee67e1ebdbc7a30772972a48;https://www.youtube.com/watch?v=qC1xMCtQD_s;qC1xMCtQD_s;"lo que te prometo se bien que lo escucha dios
yo estoy construyendo to este imperio pa los dos
y que estes tranquilo que pasen la hora
asi nuestros cuerpos fluyan como hacen la ola

uhuh ahah
ahah ey ey ey
uhuh uhey
ahahah
uhuh
ahah ey uhuh
uhuh
ahahah

de tanto vuelo que tengo te estoy construyendo un castillo de nubes
peleo con mi gana de querer darte lo que yo nunca tuve
you know that its true bae
supe del hechizo que atrapa a los hombres
que buscan tu magia igual no me detuve
pensandote un lunes hasta el otro lunes
tu cuerpo exhibe mas arte que el louvre

ah cruzo el planeta te paso a buscar
papi yo vuelo si se que estas mal
muerdo tu boca la siento mi hogar
yo ya sabia que yo iba a tenerte como al lujo que persigo
que por delante de esas putas me pone
por eso me quedo contigo

dentro del castillo espero en tu habitacion
hecha de techos altos con flores en el balcon
pa cantar con las estrellas y que no te sientas sola

los artistas tenemos el poder de crear portales
y no somos los unicos que viajamos por ellos
cada persona que se da la libertad de entrar a nuestro mundo puede viajar
infinitos escenarios lineas de tiempo paisajes

mejor no entre en mi cabeza porque puede que te enredes
quieren ser el hombre arana solo viven en las redes
donde yo veo cuatro camino ustedes ven cuatro paredes
esto es flow autogestion es imposible que lo heredes duko
autodidacta siempre dando palo swing y nafta
que habilidad tan particular got me feeling gangsta
give me weed y pasta solo dame un beat pa que lo parta
y a mi me basta oh my god

la nina del sur con un diablo del sur
saltando en el cielo clase de parkour
voce de mis tierras sonido off the roots
ameri y bodhiria que elijan el tour

con el duko haciendo lujo silencioso ah ah ah
los ar se nos ponen pegajoso
veo mi futuro y se ve maravilloso
y en los diente los brillantes mas precioso

es el plan de dios no puedo hacer na
yo se quien me miente y quien me dice la verdad
circulo pequeno entran todo en un salon
yo se quien es puro no me falla la intuicion

yeah ah
solo un plan si este falla no hay ninguno
to este imperio con apena veintiuno
yeah yeah
jude duko ah"
